Nom 1|Nom 2|Nom latin|Nom anglais|Ordre:famille|Taille|Catégorie|Catégorie2|Bec forme|Bec couleur|bec couleur 2|Pattes|pattes couleur 2|Signe distinctif|Couleur dominante|Tache de couleur|Commentaires|Habitat et comportement Répartition géographique|Habitat1|Habitat2|Scientifique2|FIN
Pic mar||Dendrocopos medius|Middle Spotted Woodpecker|PICIFORMES: Picidae|21|Pics||autres becs droits|noir|||||noir|rouge/orange|Dos noir, ailes rayées blanches et noir sur le bout, avec une grande tache blanche plus haut. Calotte rouge, joues blanches. Le trait noir qui les délimite s'arrête bien avant le bec. Plumes rouges à l'extrême bas du ventre. Ventre blanchâtre finement rayé de noir. ||Forêts et landes|||FIN
Pic noir||Dryocopus martius|Black Woodpecker|PICIFORMES: Picidae|51|Pics||autres becs droits||||||noir|rouge/orange|Entièrement noir avec une calotte rouge.||Forêts et landes|||FIN
Pic syriaque||Dendrocopos syriacus|Syrian Woodpecker|PICIFORMES: Picidae|22|Pics||autres becs droits|noir|||||noir|rouge/orange|Dos noir, grande marque blanche sur les ailes, calotte noire avec une tache rouge sur l'arrière de la tête seulement. Tâche brunâtre juste au-dessus du bec. Joues et ventre blancs. Bas du ventre rouge. Ressemble beaucoup au pic épeiche, dont il se distingue par une plus grande surface blanche au niveau du cou. Essentiellement présent dans l'Europe du sud-est.||Forêts et landes|Villes, villages, jardins||FIN
Pic tridactyle||Picoides tridactylus|Eurasian Three-toed Woodpecker|PICIFORMES: Picidae|22|Pics||autres becs droits|noir||||moucheté|noir||Dos noir coupé verticalement par une large bande blache. Calotte jaune chez le mâle, grise chez la femelle. Tête tigrée de noir et blanc (les bandes blanches sont parfois presque absentes). Ventre grisâtre moucheté. Espèce montagnarde. En France, uniquement dans les Alpes.||Forêts et landes|||FIN
Pic vert||Picus viridis|Green Woodpecker|PICIFORMES: Picidae|32|Pics||autres becs droits||||||vert|rouge/orange|Dos verdâtre, croupion jaune vif. Calotte rouge. Tache noir autour de l'oeil. Ventre pâle. Moustache rouge chez le mâle.||Forêts et landes|Villes, villages, jardins||FIN
Pie bavarde||Pica pica|Eurasian Magpie|PASSERIFORMES: Corvidae|45|Corvidés||autres becs droits|noir||noir||queue longue|noir||Tête et dos noirs, reflets bleus sur les ailes et la longue queue. Ventre blanc. Marques blanches sur les ailes. Bec et pattes noires.||Villes, villages, jardins|Champs et bocages||FIN
Pie bleue||Cyanopica cyanus|Azure-winged Magpie|PASSERIFORMES: Corvidae|34|Corvidés||autres becs droits|noir||noir||queue longue|brun|bleu|Corps brun gris, dessous brun pale, calotte noire, bavette blanchâtre. Ailes et longue queue bleues. Bec et pattes noires.||Forêts et landes|||FIN
Pie-grièche à poitrine rose||Lanius minor|Lesser Grey Shrike|PASSERIFORMES: Laniidae|20|Passereaux||crochu|noir||noir|||brun|noir|Dos gris, dessous légèrement rosé. Bande noire sur l'oeil, joues blanches. Ailes noires avec une petite marque blanche. Bec épais, jaunâtre à la base et noir au bout.||Champs et bocages|||FIN
Pie-grièche à tête rousse||Lanius senator|Woodchat Shrike|PASSERIFORMES: Laniidae|18|Passereaux||crochu|noir||noir|||noir|rouge/orange|Dos noir avec quelques plumes blanches, ventre et joues blancs, calotte et nuque rousses, bande noire sur l'oeil. Bec épais et noir. Pattes noires.||Champs et bocages|||FIN
Pie-grièche écorcheur||Lanius collurio|Red-backed Shrike|PASSERIFORMES: Laniidae|17|Passereaux||crochu|noir||noir|||brun|noir|Dos brun roux, tête et croupion gris, ventre blanchâtre. Queue noire sur le dessus. Bande noire sur l'oeil. Bec grisâtre, épais et crochu.||Champs et bocages|||FIN
Pie-grièche grise||Lanius excubitor|Great Grey Shrike|PASSERIFORMES: Laniidae|24|Passereaux||crochu|noir||noir|||gris||Dos et tête gris clair. Aile et queue noires, avec des taches blanches sur les ailes. Bandeau noir sur l'oeil. Bec noirâtre, épais et crochu.||Champs et bocages|||FIN
Pie-grièche masquée||Lanius nubicus|Masked Shrike|PASSERIFORMES: Laniidae|17|Passereaux||crochu|noir||noir|||noir||Dos noir, tête noire, bande noire sur l'oeil. Ailes noires avec de grandes taches blanches. Front et bavette blancs. Ventre roux. Bec noir épais et crochu.||Milieu méditerranéen|||FIN
Pigeon biset||Columba livia|Rock Pigeon|COLUMBIFORMES: Columbidae|32|Pigeons et tourterelles||autres becs droits|noir||rouge/orange|||gris|blanc|Globalement gris. Gris plus sombre pour la tête que pour le dos. Tache blanche au-dessus du bec. Barres noires sur les ailes. Reflet vert au niveau du cou. Croupion blanc. Les pigeons qu'on voit fréquemment en ville sont des croisements de pigeons bisets et domestiques.||Villes, villages, jardins|||FIN
Pigeon colombin||Columba oenas|Stock Dove|COLUMBIFORMES: Columbidae|33|Pigeons et tourterelles||autres becs droits|jaune||rouge/orange|||gris||Plumage d'un gris uniforme, petites barres noires sur les ailes (bien plus réduites que chez le pigeon biset), tache blanche au-dessus du bec, reflets verts sur la nuque et bordeaux sur la gorge.||Forêts et landes|Champs et bocages||FIN
Pigeon de Bolle||Columba bollii|Bolle's Pigeon|COLUMBIFORMES: Columbidae|38|Pigeons et tourterelles||autres becs droits|rouge/orange||rouge/orange|||gris|rouge/orange|Corps gris sombre, tête et cou gris clair, tache bordeaux au niveau de la gorge.|Endémique des Canaries.|Forêts et landes|||FIN
Pigeon des lauriers||Columba junoniae|Laurel Pigeon|COLUMBIFORMES: Columbidae||Pigeons et tourterelles||autres becs droits|rouge/orange||rouge/orange|||gris|rouge/orange|Corps gris sombre, tête et cou vert grisâtre, ventre bordeaux.|Endémique des Canaries.|Forêts et landes|||FIN
Pigeon ramier||Columba palumbus|Common Wood-Pigeon|COLUMBIFORMES: Columbidae|43|Pigeons et tourterelles||autres becs droits|jaune||rouge/orange|||gris|blanc|Corps gris, reflets verdâtres au niveau du cou, gorge rosée, tache blanche sur le cou. Marques blanches sur les ailes visibles en vol. Bec rouge orangé.||Champs et bocages|Villes, villages, jardins||FIN
Pigeon trocaz||Columba trocaz|Trocaz Pigeon|COLUMBIFORMES: Columbidae||Pigeons et tourterelles||autres becs droits|rouge/orange||rouge/orange|||gris|rouge/orange|Corps gris sombre, tête et cou gris clair, tâche bordeaux au niveau de la gorge. Collier irisé.|Endémique des Canaries.|Forêts et landes|||FIN
Pinson bleu||Fringilla teydea|Blue Chaffinch|PASSERIFORMES: Fringillidae|16|Passereaux||épais et court|gris|||||gris||Plumage gris bleu sombre, mêlé de quelques plumes noires au niveau de la queue et des ailes. Epais bec gris noir. Endémique des Canaries.|||||FIN
Pinson des arbres||Fringilla coelebs|Common Chaffinch|PASSERIFORMES: Fringillidae|14|Passereaux||épais et court||||||brun||Le mâle est globalement brun roux, plus pâle sur le dessous, avec une calotte et une nuque grise. Bout des ailes noires à taches blanches. Croupion verdâtre (peu visible). Queue grise et noire. Epais bec noir. La femelle est d'un brun plus terne, sans marques grises.||Forêts et landes|Villes, villages, jardins||FIN
Pinson du Nord||Fringilla montifringilla|Brambling|PASSERIFORMES: Fringillidae|14|Passereaux||épais et court||||||brun||Plumage mêlé brun et noir, avec un motif d'écailles sur le dos, des plumes noires bordées de brun sur les ailes. Tête noirâtre, poitrine rousse. Légèrement moucheté de noir sur le bas du ventre. Croupion blanc. Epais bec jaune à bout noirâtre.||Forêts et landes|Champs et bocages||FIN
Pipit à gorge rousse||Anthus cervinus|Red-throated Pipit|PASSERIFORMES: Motacillidae|15|Passereaux||fin et court|||||moucheté|brun||Dos brun et noir, tête et gorge légèrement rousses en plumage nuptial, ventre moucheté de manière plus ou moins marquée. Bec fin jaune noirâtre.||Toundra|||FIN
Pipit de Berthelot||Anthus berthelotii|Berthelot's Pipit|PASSERIFORMES: Motacillidae|14|Passereaux||fin et court|||||moucheté|brun||Dos brun, ventre blancheâtre légèrement moucheté. |Présent aux Canaries et à Madère.|Littoral|||FIN
Pipit des arbres||Anthus trivialis|Tree Pipit|PASSERIFORMES: Motacillidae|15|Passereaux||fin et court|||||moucheté|brun||Dos brun tacheté, sourcil blanc esquissé, poitrine moucheté. Bec fin.||Forêts et landes|||FIN
Pipit farlouse|Pipit des prés|Anthus pratensis|Meadow Pipit|PASSERIFORMES: Motacillidae|14|Passereaux||fin et court|||||moucheté|brun||Dos brun barré de noir. Bout des ailes et queue noirs, bordés de brun. Pas de sourcil blanc, contrairement à la majorité des pipits, cercle oculaire blanc. Gorge blanche mouchetée. Bec fin jaunâtre.||Bords de rivières, zones humides|Champs et bocages||FIN
Pipit maritime||Anthus petrosus|Rock Pipit|PASSERIFORMES: Motacillidae|17|Passereaux||fin et court||||||brun||Dos brun grisâtre, très vague sourcil blanc (à peine visible), poitrine mouchetée, barre alaire un peu plus claire que le reste du plumage. Fin bec noirâtre, jaune sur le dessous.||Littoral|||FIN
Pipit rousseline||Anthus campestris|Tawny Pipit|PASSERIFORMES: Motacillidae|17|Passereaux||fin et court||||||brun||Dos brun, sourcil blanc très marqué, ventre pâle dépourvu de taches noires (contrairement à la plupart des pipits). Bec fin.||Champs et bocages|Forêts et landes||FIN
Pipit spioncelle||Anthus spinoletta|Water Pipit|PASSERIFORMES: Motacillidae|17|Passereaux||fin et court|||||moucheté|brun||Dos brun, ventre pâle légèrement moucheté, sourcil blanc. Bec fin.||Montagnes et roches|Bords de rivières, zones humides||FIN
Plongeon à bec blanc||Gavia adamsii|Yellow-billed Loon|GAVIIFORMES: Gaviidae|82|Plongeons||autres becs droits|blanc|||||noir|blanc|En plumage nuptial, dos noir à écailles blanche, tête noire, rayures noir et blanc sur le cou. En hiver, le plumage est plus gris, les joues et le cou sont blancs. Le bec est blanc jaunâtre.||Littoral|||FIN
Plongeon arctique||Gavia arctica|Arctic Loon|GAVIIFORMES: Gaviidae|65|Plongeons||autres becs droits|noir||noir|||noir|blanc|En plumage nuptial, tête grise, cou noir sur le devant, strié noir et blanc sur les côtés. Gorge striée noir et blanc, damier noir et blanc sur le dos. Bec noir, oeil rouge. Gris en hiver, avec le cou et les joues blanches.||Bords de rivières, zones humides|Littoral||FIN
Plongeon catmarin||Gavia stellata|Red-throated Loon|GAVIIFORMES: Gaviidae|55|Plongeons||autres becs droits|noir||noir|||gris|rouge/orange|Dos gris sombre, tête grise clair, stries noires et blanches sur la nuque, tache rouge sur le cou. Bec noir. En hiver, gris avec le cou blanc.||Bords de rivières, zones humides|Littoral||FIN
Plongeon imbrin||Gavia immer|Common Loon|GAVIIFORMES: Gaviidae|75|Plongeons||autres becs droits|noir|||||noir|blanc|En plumage nuptial, tête noire, collier de stries noires et blanches sur le cou, damier noir et blanc sur le dos. Gris en plumage hivernal, avec le cou blanc. Bec noir, oeil rouge.||Bords de rivières, zones humides|Littoral||FIN
Pluvier argenté||Pluvialis squatarola|Black-bellied Plover|CHARADRIIFORMES: Charadriidae|28|Limicoles||fin et court|noir||noir|||gris|noir|En plumage nuptial, dos gris moucheté de blanc, tête plutôt blanche, joues gorge et ventre noirs séparé du dos gris par une bande blanche. Bec noir. La partie noire devient blanche en hiver, et le dos devient plus terne.||Littoral|Toundra||FIN
Pluvier doré||Pluvialis apricaria|European Golden-Plover|CHARADRIIFORMES: Charadriidae|28|Limicoles||fin et court|noir||noir|||brun|noir|Joues, gorge et ventre noirs, séparés du dos brun moucheté de jaune par une bande blanche. Petit bec noir.||Champs et bocages|Littoral||FIN
Pluvier guignard||Charadrius morinellus|Eurasian Dotterel|CHARADRIIFORMES: Charadriidae|22|Limicoles||fin et court|noir||jaune|||brun|rouge/orange|Dos brun. Ventre roux. Demi collier blanc. Gorge grise. Joues et sourcils blancs. Calotte noire et bec noirâtre.||Montagnes et roches|||FIN
Pouillot à grands sourcils||Phylloscopus inornatus|Green Warbler|PASSERIFORMES: Phylloscopidae|10|Passereaux||fin et court||||||vert||Dos gris verdâtre. Barres blanches sur les ailes. Grands sourcils crème. Petit bec fin.||Forêts et landes|||FIN
Pouillot boréal||Phylloscopus borealis|Arctic Warbler|PASSERIFORMES: Phylloscopidae|10|Passereaux||fin et court||||||vert||Dos et tête brun olivâtre. Ventre blanc sans tache. Grands sourcils blancs. Bec fin, noir dessus et jaune dessous.|Régions nordiques (Scandinavie)|Forêts et landes|||FIN
Pouillot brun||Phylloscopus fuscatus|Dusky Warbler|PASSERIFORMES: Phylloscopidae|11|Passereaux||fin et court||||||brun||Dos et tête bruns. Ventre blanc sans tache. Grands sourcils blancs. Bec fin, noir dessus et jaune dessous. ||Forêts et landes|||FIN
Pouillot de Bonelli||Phylloscopus bonelli|Western Bonelli's Warbler|PASSERIFORMES: Phylloscopidae|11|Passereaux||fin et court||||||vert||Dos brun olivâtre. Ventre blanc. Sourcils blancs moins marqué que chez les pouillots brun et boréal. Bec fin.||Forêts et landes|||FIN
Pouillot des Canaries||Phylloscopus canariensis|Canary Islands Chiffchaff|PASSERIFORMES: Phylloscopidae|10|Passereaux||fin et court||||||brun||Dos brun olivâtre. Ventre blanc. Sourcils blancs moins marqué que chez les pouillots brun et boréal. Bec fin.|Endémique des Canaries.|Forêts et landes|||FIN
Pouillot fitis||Phylloscopus trochilus|Willow Warbler|PASSERIFORMES: Phylloscopidae|11|Passereaux||fin et court||||||gris||Dos et tête brun olivâtre. Ventre blanc sans tache. Sourcils crème. Bec fin, noir dessus et jaune dessous.||Forêts et landes|||FIN
Pouillot ibérique||Phylloscopus ibericus|Iberian Chiffchaff|PASSERIFORMES: Phylloscopidae|11|Passereaux||fin et court||||||brun||Dos brun olivâtre. Ventre blanc. Sourcils blancs moins marqué que chez les pouillots brun et boréal. Bec fin.||Forêts et landes|||FIN
Pouillot siffleur||Phylloscopus sibilatrix|Wood Warbler|PASSERIFORMES: Phylloscopidae|12|Passereaux||fin et court||||||vert||Tête et dos gris jaunâtre. Sourcils et joues jaunes. Ventre blanc. Bec fin.||Forêts et landes|||FIN
Pouillot véloce||Phylloscopus collybita|Common Chiffchaff|PASSERIFORMES: Phylloscopidae|10|Passereaux||fin et court||||||gris||Dos et tête grisâtres. Ventre blanc sans tache. Sourcils crème. Bec fin, noir dessus et jaune dessous. ||Forêts et landes|||FIN
Pouillot verdâtre||Phylloscopus trochiloides|Greenish Warbler|PASSERIFORMES: Phylloscopidae|10|Passereaux||fin et court||||||vert||Dos olivâtre. Ventre blanc. Grand sourcil crème. Bec fin.||Forêts et landes|||FIN
Puffin cendré||Calonectris diomedea|Cory's Shearwater|PROCELLARIIFORMES: Procellariidae|46|Mouettes, goéland, fulmars||mouette|jaune|||||brun||Dos et tête brun gris. Ventre et dessous des ailes blancs. Bec jaune à bout noirâtre sur le dessus.||Littoral|Milieu méditerranéen||FIN
Puffin des Anglais||Puffinus puffinus|Manx Shearwater|PROCELLARIIFORMES: Procellariidae|35|Mouettes, goéland, fulmars||mouette|noir|||||noir||Dos et tête noirs. Ventre et dessous des ailes blancs. Bec noir.||Littoral|||FIN
Puffin fuligineux||Puffinus griseus|Sooty Shearwater|PROCELLARIIFORMES: Procellariidae|41|Mouettes, goéland, fulmars||mouette|noir|||||brun||Entièrement brun. Bec noir.||Littoral|||FIN
Puffin majeur||Puffinus gravis|Great Shearwater|PROCELLARIIFORMES: Procellariidae|46|Mouettes, goéland, fulmars||mouette|noir|||||brun||Ailes et dos bruns à écailles. Calotte brune. Collier et dessous blancs. Bec noir. Marques brunes sur le ventre et sous les ailes.||Littoral|||FIN
Puffin yelkouan||Puffinus yelkouan|Levantine Shearwater|PROCELLARIIFORMES: Procellariidae|37|Mouettes, goéland, fulmars||mouette|noir||noir|||noir||Dos et tête bruns. Ventre et dessous des ailes blancs.|Endémique de la Méditerranée.|Littoral|Milieu méditerranéen||FIN
Pygargue à queue blanche||Haliaeetus albicilla|White-tailed Eagle|ACCIPITRIFORMES: Accipitridae|80|Rapaces||crochu|jaune||jaune|||brun|blanc|Corps brun, queue en losange et blanche. Bec et pattes jaunes. Le plumage des jeunes est plus foncé et s'éclaircit au fil du temps.|Rare, sauf en Scandinavie.|Bords de rivières, zones humides|Littoral||FIN
Râle d'eau||Rallus aquaticus|Water Rail|GRUIFORMES: Rallidae|28|Râles, marouettes, poules d'eau||autres becs droits|rouge/orange|||||brun||Dos brun moucheté de noir. Joues et gorge grises. Flancs et bas du ventre noirs rayés de blanc. Long bec orange et noirâtre. Oeil rouge. ||Bords de rivières, zones humides|||FIN
Râle des genêts||Crex crex|Corn Crake|GRUIFORMES: Rallidae|27|Râles, marouettes, poules d'eau||autres becs droits|jaune|||||brun||Dos brun clair. Taches plus sombres formant un motif d'écailles sur dos et le dessus de la tête. Gorge grisâtre. Bec épais rosé.||Bords de rivières, zones humides|Champs et bocages||FIN
Rémiz penduline|Mésange rémiz|Remiz pendulinus|Eurasian Penduline-Tit|PASSERIFORMES: Remizidae|11|Passereaux||fin et court|noir||noir|||brun|noir|Dos brun avec le bout des plumes noirâtre. Tête gris-blanc avec une tache noire autour de l'oeil. Gorge blanchâtre, ventre brun très pâle. Bec fin.||Bords de rivières, zones humides|||FIN
Roitelet à triple bandeau||Regulus ignicapilla|Firecrest|PASSERIFORMES: Regulidae|9|Passereaux||fin et court|noir|||||vert|jaune|Dos jaune olivâtre avec les ailes noirâtres, cou gris. Les yeux sont surmontés d'une bande blanche qui passe au-dessus du bec. Sur le dessus de la tête, bande (parfois huppée) jaune chez la femelle, orange chez le mâle, entourée de bandes noires. Bande plus foncée sur l'œil également. Dessous grisâtre. Bec fin noir.||Forêts et landes|||FIN
Roitelet de Ténériffe||Regulus teneriffae|Canary Islands Kinglet|PASSERIFORMES: Regulidae|9|Passereaux||fin et court|noir|||||vert|jaune|Dos olivâtre. Tête grise. Crête jaune cernée de noir sur la tête. Bec fin noir.|Endémique des canaries.|Milieu méditerranéen|||FIN
Roitelet huppé||Regulus regulus|Goldcrest|PASSERIFORMES: Regulidae|9|Passereaux||fin et court|noir|||||vert|jaune|Dos olivâtre. Dessous blanc. Tête grise. Bande jaune cernée de noir sur la tête. Zone blanche autour de l'oeil. Bec fin noir.||Forêts et landes|||FIN
Rollier d'Europe||Coracias garrulus|European Roller|CORACIIFORMES: Coraciidae|31|Autres||autres becs droits|noir|||||bleu|rouge/orange|Dos roux. Bord des ailes noir. Tête et ventre bleus. Bec épais noir. Quelques plumes brunes autour du bec.||Forêts et landes|||FIN
Roselin cramoisi||Carpodacus erythrinus|Common Rosefinch|PASSERIFORMES: Fringillidae|15|Passereaux||épais et court||||||brun|rouge/orange|Dos brun. Ventre blanchâtre. En plumage nuptial, tête, gorge et croupion rouges. En dehors de la période nuptiale, brun olivâtre, comme la femelle. Bec épais. ||Champs et bocages|Forêts et landes||FIN
Roselin githagine||Bucanetes githagineus|Trumpeter Finch|PASSERIFORMES: Fringillidae|15|Passereaux||épais et court|rouge/orange|||||brun||Dos gris brun, tête grise, bout des ailes noir. Bec rouge très épais.|En Europe, on le trouve essentiellement aux Canaries.||||FIN
Rossignol philomèle||Luscinia megarhynchos|Common Nightingale|PASSERIFORMES: Muscicapidae|16|Passereaux||fin et court||||||brun||Dos brun. Tête brune. Ventre blanc. Queue rousse assez longue. Bec fin.||Forêts et landes|Villes, villages, jardins||FIN
Rossignol progné||Luscinia luscinia|Thrush Nightingale|PASSERIFORMES: Muscicapidae|16|Passereaux||fin et court||||||brun||Dos brun. Tête brune. Ventre blanc. Queue moins rousse que pour le rossignol philomèle. Bec fin.|Vit en Europe de l'Est et du Nord.|Forêts et landes|||FIN
Rougegorge familier||Erithacus rubecula|European Robin|PASSERIFORMES: Muscicapidae|14|Passereaux||fin et court||||||brun|rouge/orange|Vaste tache rouge s'étendant du front au milieu du ventre. Dos brun. Bas du ventre blanchâtre. Bec fin noir.||Forêts et landes|Villes, villages, jardins||FIN
Rougequeue à front blanc||Phoenicurus phoenicurus|Common Redstart|PASSERIFORMES: Muscicapidae|14|Passereaux||fin et court|noir||noir|||noir|rouge/orange|Dos et tête gris, poitrine et queue rousses, front blanc, joues noires. La femelle n'a pas de tache blanche et a le dos brun. Pattes et bec noirs.||Forêts et landes|Villes, villages, jardins||FIN
Rougequeue noir||Phoenicurus ochruros|Black Redstart|PASSERIFORMES: Muscicapidae|14|Passereaux||fin et court|noir||noir|||noir|rouge/orange|Corps gris-noir, croupion et queue roux, parfois taches blanches au niveau des ailes. Bec fin et pattes noirs.||Villes, villages, jardins|Montagnes et roches||FIN
Rousserolle des buissons||Acrocephalus dumetorum|Blyth's Reed-Warbler|PASSERIFORMES: Acrocephalidae|13|Passereaux||fin et court||||||brun||Dos gris brun. Dessous blanc. Vague sourcil blanc. Bec fin.||Bords de rivières, zones humides|||FIN
Rousserolle effarvatte||Acrocephalus scirpaceus|Eurasian Reed-Warbler|PASSERIFORMES: Acrocephalidae|13|Passereaux||fin et court||||||brun||Dos brun. Bord des ailes plus sombre. Tête brun clair. Dessous pâle. Petit bec fin.||Bords de rivières, zones humides|||FIN
Rousserolle turdoïde||Acrocephalus arundinaceus|Great Reed-Warbler|PASSERIFORMES: Acrocephalidae|19|Passereaux||fin et court||||||brun||Dos brun. Tête brune. Gorge blanche. Ventre brun roux. Vague sourcil crème. Bec fin.||Bords de rivières, zones humides|||FIN
Rousserolle verderolle||Acrocephalus palustris|Marsh Warbler|PASSERIFORMES: Acrocephalidae|13|Passereaux||fin et court||||||brun||Dos et tête olivâtres. Ventre blanchâtre. Très léger sourcil blanc. Bec fin.||Bords de rivières, zones humides|||FIN
Sarcelle d'été||Anas querquedula|Garganey|ANSERIFORMES: Anatidae|38|Cygnes, oies, canards||canard|noir|||||brun||Tête, cou et gorge bruns avec un large sourcil blanc qui descend sur la nuque. Flancs gris marbrés surmontés de plumes effilées rayées noir et blanc. Croupion moucheté. Bec noirâtre.||Bords de rivières, zones humides|||FIN
Sarcelle d'hiver||Anas crecca|Green-winged Teal|ANSERIFORMES: Anatidae|35|Cygnes, oies, canards||canard|noir|||||gris|vert|Tête rousse avec un bandeau vert sur l'oeil. Gorge crème mouchetée. Flancs gris marbré coupés par une bande blanche. Dos gris. Croupion blanc. Miroir vert. Bec noir. La femelle est brune avec un miroir vert.||Bords de rivières, zones humides|||FIN
Serin cini||Serinus serinus|European Serin|PASSERIFORMES: Fringillidae|12|Passereaux||épais et court||||||jaune||Dos brun sombre strié de jaune. Croupion jaune. Marques jaunes autour de l'oeil, de la joue et de la gorge. Poitrine rayée. Bec épais.||Villes, villages, jardins|||FIN
Serin des Canaries||Serinus canaria|Island Canary|PASSERIFORMES: Fringillidae|12|Passereaux||épais et court||||||jaune||Le mâle est à dominante jaune verdâtre, avec des ailes brunes. La femelle est plus grise. Bec épais.|Présent aux Canaries et en Macaronésie.|Villes, villages, jardins|||FIN
Sirli de Dupont||Chersophilus duponti|Dupont's Lark|PASSERIFORMES: Alaudidae|16|Passereaux||courbé||||||brun||Poitrine striée. Long bec puissant et courbé.||Milieu sec ou désertique|||FIN
Sittelle corse||Sitta whiteheadi|Corsican Nuthatch|PASSERIFORMES: Sittidae|14|Passereaux||autres becs droits|noir||noir|||gris||Dos gris. Ventre beige. Calotte noire. Sourcils blancs. Bande noire sur l'oeil. Bec fin noirâtre.|Exclusivement en Corse.|Montagnes et roches|||FIN
Sittelle de Neumayer||Sitta neumayer|Rock Nuthatch|PASSERIFORMES: Sittidae|14|Passereaux||autres becs droits|noir||noir|||gris||Dos gris. Calotte grise. Bande noire sur l'oeil. Joues et gorge blanches. Brunâtre autour des pattes. Bec fin et noirâtre.|Europe du sud-est (Balkans ...)|Montagnes et roches|||FIN
Sittelle torchepot||Sitta europaea|Eurasian Nuthatch|PASSERIFORMES: Sittidae|14|Passereaux||autres becs droits|noir|||||gris||Dos gris bleu. Bandeau noir sur l'oeil. Ventre roux. Joues blanches.La sittelle torchepot est le seul oiseau capable de descendre les troncs d'arbres la tête en bas. Bec fin noir.|Sédentaire.|Forêts et landes|Villes, villages, jardins||FIN
Sizerin blanchâtre||Carduelis hornemanni|Hoary Redpoll - Arctic Redpoll|PASSERIFORMES: Fringillidae|12|Passereaux||épais et court|jaune||noir|||brun|rouge/orange|Dos et tête bruns. Ventre blanc légèrement strié de noir. Tache rouge sur le front. Légèrement plus pâle que le sizerin flammé. Bec épais jaune.|Vit plutôt au nord de la Scandinavie.|Toundra|||FIN
Sizerin flammé||Carduelis flammea|Common Redpoll|PASSERIFORMES: Fringillidae|13|Passereaux||épais et court|jaune||noir|||brun|rouge/orange|Dos brun. Tête brune. Ventre blanc légèrement strié de brun. Tache rouge sur le front. Bec épais jaunâtre.||Forêts et landes|||FIN
Spatule blanche||Platalea leucorodia|Eurasian Spoonbill|PELECANIFORMES: Threskiornithidae|86|Grands échassiers||autre|noir|jaune|noir|||blanc||Blanc avec quelques plumes rousses au niveau du cou. Longues aigrettes derrière la tête. Morceau de peau nue jaune orangée sous un long bec noir en forme de spatule. L'extrémité du bec est jaune. Longues pattes noires.||Bords de rivières, zones humides|||FIN
Sterne arctique||Sterna paradisaea|Arctic Tern|CHARADRIIFORMES: Laridae|35|Sternes||autres becs droits|rouge/orange||rouge/orange||queue bifide|gris|noir|Ailes gris pâle sur le dessus, blanches en dessous. Corps gris très pâle. Collier blanc. Tête noire. Bec fin orange. Pattes orange.|Uniquement dans les zones arctiques. En été, niche sur les côtes d'Europe du Nord, en Islande. Passe l'hiver en Antarctique.|Littoral|||FIN
Sterne caspienne||Hydroprogne caspia|Caspian Tern|CHARADRIIFORMES: Laridae|53|Sternes||autres becs droits|rouge/orange||noir|||gris|noir|Ailes gris pâle sur le dessus, blanches en dessous. Corps gris très pâle. Joues et gorge blanches. Tête noire. Puissant bec rouge orange à bout noirâtre. Pattes noires.|Niche sur les côtes de la mer Baltique.|Littoral|Bords de rivières, zones humides|Sterna caspia|FIN
Sterne caugek||Thalasseus sandvicensis|Sandwich Tern|CHARADRIIFORMES: Laridae|41|Sternes||autres becs droits|noir|jaune||||gris|noir|Dessus gris très pâle. Dessous blanc. Calotte noire. Bec fin noir à bout jaune. Pattes noires.|Niche sur le littoral atlantique et de la mer du Nord. Hivernage sur les côtes turques et grecques et en Afrique.|Littoral||Sterna sandvicensis|FIN
Sterne de Dougall||Sterna dougallii|Roseate Tern|CHARADRIIFORMES: Laridae|38|Sternes||autres becs droits|noir||rouge/orange||queue bifide|gris|noir|Dessus gris très pâle. Dessous blanc. Calotte noire. Bec fin orange à bout noir. Pattes oranges.|Niche dans les îles britanniques. En France, sur les côtes bretonnes et méditerranéennes.|Littoral|||FIN
Sterne hansel||Gelochelidon nilotica|Gull-billed Tern|CHARADRIIFORMES: Laridae|38|Sternes||autres becs droits|noir||noir|||blanc|noir|Dessus gris très pâle. Dessous blanc. Calotte noire s'étendant sur la nuque. Puissant bec noir. Pattes noires.|Niche en Espagne, Italie, autour de la mer Noire.|Bords de rivières, zones humides||Sterna nilotica|FIN
Sterne naine||Sternula albifrons|Little Tern|CHARADRIIFORMES: Laridae|24|Sternes||autres becs droits|jaune|noir|||queue bifide|blanc|noir|Dessus gris très pâle. Dessous blanc. Calotte noire avec une tache blanche sur le front. Bec fin jaune à bout noirâtre. Pattes orange.|Niche sur les côtes des îles britanniques, d'Europe du Nord, de la Méditerranée, en Ukraine et pays baltes. En France, on la trouve aussi au bord de la Loire.|Bords de rivières, zones humides|Littoral|Sterna albifrons|FIN
Sterne pierregarin||Sterna hirundo|Common Tern|CHARADRIIFORMES: Laridae|35|Sternes||autres becs droits|rouge/orange|noir|rouge/orange||queue bifide|gris|noir|Ailes gris pâle sur le dessus, blanches en dessous. Corps gris très pâle. Collier blanc. Calotte noire descendant sur la nuque. Pattes orange. Se distingue de la sterne arctique par un bec plus épais à bout noir.|Niche dans les îles britanniques, en Europe du Nord, Scandinavie, Europe de l'Est, sur les côtes méditerranéennes. En France, on la trouve aussi au bord de la Loire.|Bords de rivières, zones humides|Littoral||FIN
